,hhid,WEALTH_CAT,WEALTH_IND,DHSCLUST,LATNUM,LONGNUM,ALT_GPS,URBAN_RURA,DHSREGNA
0,10001,poorer,-79354,1,-4.78710792947,35.6378814139,1350.229492,R,Dodoma
1,10004,middle,-22460,1,-4.78710792947,35.6378814139,1350.229492,R,Dodoma
2,10007,poorest,-102886,1,-4.78710792947,35.6378814139,1350.229492,R,Dodoma
3,10011,poorer,-61824,1,-4.78710792947,35.6378814139,1350.229492,R,Dodoma
4,10014,poorer,-65475,1,-4.78710792947,35.6378814139,1350.229492,R,Dodoma
5,10017,poorer,-65309,1,-4.78710792947,35.6378814139,1350.229492,R,Dodoma
6,10020,middle,-15934,1,-4.78710792947,35.6378814139,1350.229492,R,Dodoma
7,10024,poorer,-60153,1,-4.78710792947,35.6378814139,1350.229492,R,Dodoma
8,10027,middle,-47876,1,-4.78710792947,35.6378814139,1350.229492,R,Dodoma
9,10030,poorer,-68435,1,-4.78710792947,35.6378814139,1350.229492,R,Dodoma
10,10034,middle,-57294,1,-4.78710792947,35.6378814139,1350.229492,R,Dodoma
11,10037,poorer,-81558,1,-4.78710792947,35.6378814139,1350.229492,R,Dodoma
12,10040,middle,-20781,1,-4.78710792947,35.6378814139,1350.229492,R,Dodoma
13,10043,poorer,-84888,1,-4.78710792947,35.6378814139,1350.229492,R,Dodoma
14,10047,poorer,-72522,1,-4.78710792947,35.6378814139,1350.229492,R,Dodoma
15,10050,poorer,-61226,1,-4.78710792947,35.6378814139,1350.229492,R,Dodoma
16,10053,poorer,-76436,1,-4.78710792947,35.6378814139,1350.229492,R,Dodoma
17,10056,poorer,-76633,1,-4.78710792947,35.6378814139,1350.229492,R,Dodoma
18,10060,middle,-36914,1,-4.78710792947,35.6378814139,1350.229492,R,Dodoma
19,10063,middle,-31518,1,-4.78710792947,35.6378814139,1350.229492,R,Dodoma
20,10066,poorest,-120532,1,-4.78710792947,35.6378814139,1350.229492,R,Dodoma
21,10070,middle,-10617,1,-4.78710792947,35.6378814139,1350.229492,R,Dodoma
22,20002,poorer,-74525,2,-6.42552225774,36.5519325336,983.11145,R,Dodoma
23,20009,poorer,-80205,2,-6.42552225774,36.5519325336,983.11145,R,Dodoma
24,20015,poorer,-74110,2,-6.42552225774,36.5519325336,983.11145,R,Dodoma
25,20022,poorest,-89291,2,-6.42552225774,36.5519325336,983.11145,R,Dodoma
26,20029,poorer,-77024,2,-6.42552225774,36.5519325336,983.11145,R,Dodoma
27,20035,poorer,-75343,2,-6.42552225774,36.5519325336,983.11145,R,Dodoma
28,20042,poorest,-87830,2,-6.42552225774,36.5519325336,983.11145,R,Dodoma
29,20048,richer,69920,2,-6.42552225774,36.5519325336,983.11145,R,Dodoma
30,20055,poorest,-86160,2,-6.42552225774,36.5519325336,983.11145,R,Dodoma
31,20061,middle,-42767,2,-6.42552225774,36.5519325336,983.11145,R,Dodoma
32,20068,poorer,-69511,2,-6.42552225774,36.5519325336,983.11145,R,Dodoma
33,20074,poorer,-66492,2,-6.42552225774,36.5519325336,983.11145,R,Dodoma
34,20081,poorest,-101295,2,-6.42552225774,36.5519325336,983.11145,R,Dodoma
35,20087,middle,-11392,2,-6.42552225774,36.5519325336,983.11145,R,Dodoma
36,20094,poorer,-61483,2,-6.42552225774,36.5519325336,983.11145,R,Dodoma
37,20101,poorest,-85873,2,-6.42552225774,36.5519325336,983.11145,R,Dodoma
38,20114,poorest,-110031,2,-6.42552225774,36.5519325336,983.11145,R,Dodoma
39,20120,middle,-28997,2,-6.42552225774,36.5519325336,983.11145,R,Dodoma
40,20127,middle,-40739,2,-6.42552225774,36.5519325336,983.11145,R,Dodoma
41,20133,poorer,-79110,2,-6.42552225774,36.5519325336,983.11145,R,Dodoma
42,20140,middle,-55332,2,-6.42552225774,36.5519325336,983.11145,R,Dodoma
43,30004,poorest,-93637,3,-6.23072603027,36.5873291692,1143.540161,R,Dodoma
44,30010,poorer,-73912,3,-6.23072603027,36.5873291692,1143.540161,R,Dodoma
45,30015,richer,18940,3,-6.23072603027,36.5873291692,1143.540161,R,Dodoma
46,30021,middle,-42412,3,-6.23072603027,36.5873291692,1143.540161,R,Dodoma
47,30027,middle,-45767,3,-6.23072603027,36.5873291692,1143.540161,R,Dodoma
48,30033,poorer,-76601,3,-6.23072603027,36.5873291692,1143.540161,R,Dodoma
49,30039,poorer,-82865,3,-6.23072603027,36.5873291692,1143.540161,R,Dodoma
50,30051,poorer,-78432,3,-6.23072603027,36.5873291692,1143.540161,R,Dodoma
51,30057,poorer,-61367,3,-6.23072603027,36.5873291692,1143.540161,R,Dodoma
52,30063,poorer,-73973,3,-6.23072603027,36.5873291692,1143.540161,R,Dodoma
53,30069,poorer,-78130,3,-6.23072603027,36.5873291692,1143.540161,R,Dodoma
54,30075,poorest,-86055,3,-6.23072603027,36.5873291692,1143.540161,R,Dodoma
55,30081,middle,-48597,3,-6.23072603027,36.5873291692,1143.540161,R,Dodoma
56,30087,middle,-45696,3,-6.23072603027,36.5873291692,1143.540161,R,Dodoma
57,30093,middle,-38916,3,-6.23072603027,36.5873291692,1143.540161,R,Dodoma
58,30099,poorer,-74755,3,-6.23072603027,36.5873291692,1143.540161,R,Dodoma
59,30105,poorer,-82582,3,-6.23072603027,36.5873291692,1143.540161,R,Dodoma
60,30111,poorer,-75846,3,-6.23072603027,36.5873291692,1143.540161,R,Dodoma
61,30117,poorer,-60481,3,-6.23072603027,36.5873291692,1143.540161,R,Dodoma
62,30123,poorer,-61775,3,-6.23072603027,36.5873291692,1143.540161,R,Dodoma
63,30129,middle,-8558,3,-6.23072603027,36.5873291692,1143.540161,R,Dodoma
64,40004,richer,57,4,-6.16434382862,36.0444481995,1012.547607,R,Dodoma
65,40007,middle,-45560,4,-6.16434382862,36.0444481995,1012.547607,R,Dodoma
66,40010,richest,126559,4,-6.16434382862,36.0444481995,1012.547607,R,Dodoma
67,40013,richer,44258,4,-6.16434382862,36.0444481995,1012.547607,R,Dodoma
68,40016,middle,-23951,4,-6.16434382862,36.0444481995,1012.547607,R,Dodoma
69,40019,richer,32660,4,-6.16434382862,36.0444481995,1012.547607,R,Dodoma
70,40022,middle,-13360,4,-6.16434382862,36.0444481995,1012.547607,R,Dodoma
71,40025,richest,142375,4,-6.16434382862,36.0444481995,1012.547607,R,Dodoma
72,40028,poorer,-70953,4,-6.16434382862,36.0444481995,1012.547607,R,Dodoma
73,40030,richer,19639,4,-6.16434382862,36.0444481995,1012.547607,R,Dodoma
74,40033,richer,54249,4,-6.16434382862,36.0444481995,1012.547607,R,Dodoma
75,40042,richer,45141,4,-6.16434382862,36.0444481995,1012.547607,R,Dodoma
76,40048,middle,-45912,4,-6.16434382862,36.0444481995,1012.547607,R,Dodoma
77,40051,middle,-32696,4,-6.16434382862,36.0444481995,1012.547607,R,Dodoma
78,40054,middle,-49424,4,-6.16434382862,36.0444481995,1012.547607,R,Dodoma
79,40057,middle,-51725,4,-6.16434382862,36.0444481995,1012.547607,R,Dodoma
80,40060,richer,14307,4,-6.16434382862,36.0444481995,1012.547607,R,Dodoma
81,40062,richer,48567,4,-6.16434382862,36.0444481995,1012.547607,R,Dodoma
82,50001,richer,12076,5,-6.38735006958,35.9151243521,1051.301147,U,Dodoma
83,50004,middle,-25757,5,-6.38735006958,35.9151243521,1051.301147,U,Dodoma
84,50007,richest,117255,5,-6.38735006958,35.9151243521,1051.301147,U,Dodoma
85,50010,richest,167069,5,-6.38735006958,35.9151243521,1051.301147,U,Dodoma
86,50013,middle,-36797,5,-6.38735006958,35.9151243521,1051.301147,U,Dodoma
87,50016,richer,25006,5,-6.38735006958,35.9151243521,1051.301147,U,Dodoma
88,50019,richer,13100,5,-6.38735006958,35.9151243521,1051.301147,U,Dodoma
89,50022,richest,213715,5,-6.38735006958,35.9151243521,1051.301147,U,Dodoma
90,50025,richer,4362,5,-6.38735006958,35.9151243521,1051.301147,U,Dodoma
91,50028,richest,133774,5,-6.38735006958,35.9151243521,1051.301147,U,Dodoma
92,50031,poorer,-62229,5,-6.38735006958,35.9151243521,1051.301147,U,Dodoma
93,50034,richer,37628,5,-6.38735006958,35.9151243521,1051.301147,U,Dodoma
94,50037,richer,21944,5,-6.38735006958,35.9151243521,1051.301147,U,Dodoma
95,50040,richer,38415,5,-6.38735006958,35.9151243521,1051.301147,U,Dodoma
96,50043,middle,-41778,5,-6.38735006958,35.9151243521,1051.301147,U,Dodoma
97,50046,poorest,-94462,5,-6.38735006958,35.9151243521,1051.301147,U,Dodoma
98,50049,richer,29246,5,-6.38735006958,35.9151243521,1051.301147,U,Dodoma
99,50052,richer,36484,5,-6.38735006958,35.9151243521,1051.301147,U,Dodoma
100,50055,middle,-46384,5,-6.38735006958,35.9151243521,1051.301147,U,Dodoma
101,50058,richest,162341,5,-6.38735006958,35.9151243521,1051.301147,U,Dodoma
102,50061,richer,13713,5,-6.38735006958,35.9151243521,1051.301147,U,Dodoma
103,50064,poorer,-82948,5,-6.38735006958,35.9151243521,1051.301147,U,Dodoma
104,60003,poorer,-65398,6,-6.49220739297,35.7346956967,1020.232178,R,Dodoma
105,60007,middle,-58490,6,-6.49220739297,35.7346956967,1020.232178,R,Dodoma
106,60010,poorest,-116612,6,-6.49220739297,35.7346956967,1020.232178,R,Dodoma
107,60013,poorer,-80887,6,-6.49220739297,35.7346956967,1020.232178,R,Dodoma
108,60017,poorer,-64550,6,-6.49220739297,35.7346956967,1020.232178,R,Dodoma
109,60020,poorest,-110601,6,-6.49220739297,35.7346956967,1020.232178,R,Dodoma
110,60023,poorest,-111520,6,-6.49220739297,35.7346956967,1020.232178,R,Dodoma
111,60027,poorer,-66253,6,-6.49220739297,35.7346956967,1020.232178,R,Dodoma
112,60030,poorest,-113284,6,-6.49220739297,35.7346956967,1020.232178,R,Dodoma
113,60034,poorest,-108618,6,-6.49220739297,35.7346956967,1020.232178,R,Dodoma
114,60037,richer,4232,6,-6.49220739297,35.7346956967,1020.232178,R,Dodoma
115,60040,poorer,-63915,6,-6.49220739297,35.7346956967,1020.232178,R,Dodoma
116,60047,poorer,-74994,6,-6.49220739297,35.7346956967,1020.232178,R,Dodoma
117,60050,poorest,-91896,6,-6.49220739297,35.7346956967,1020.232178,R,Dodoma
118,60054,poorer,-80592,6,-6.49220739297,35.7346956967,1020.232178,R,Dodoma
119,60057,middle,-47511,6,-6.49220739297,35.7346956967,1020.232178,R,Dodoma
120,60060,poorer,-78255,6,-6.49220739297,35.7346956967,1020.232178,R,Dodoma
121,60064,poorer,-83345,6,-6.49220739297,35.7346956967,1020.232178,R,Dodoma
122,60067,poorest,-101487,6,-6.49220739297,35.7346956967,1020.232178,R,Dodoma
123,60071,middle,-57149,6,-6.49220739297,35.7346956967,1020.232178,R,Dodoma
124,60074,poorer,-82199,6,-6.49220739297,35.7346956967,1020.232178,R,Dodoma
125,70002,richest,185603,7,-6.16624335703,35.7350557247,1131.633057,U,Dodoma
126,70006,richest,136913,7,-6.16624335703,35.7350557247,1131.633057,U,Dodoma
127,70011,richest,143535,7,-6.16624335703,35.7350557247,1131.633057,U,Dodoma
128,70016,richest,151774,7,-6.16624335703,35.7350557247,1131.633057,U,Dodoma
129,70020,richest,180068,7,-6.16624335703,35.7350557247,1131.633057,U,Dodoma
130,70025,richest,157818,7,-6.16624335703,35.7350557247,1131.633057,U,Dodoma
131,70029,richest,120359,7,-6.16624335703,35.7350557247,1131.633057,U,Dodoma
132,70034,richest,157476,7,-6.16624335703,35.7350557247,1131.633057,U,Dodoma
133,70039,richest,154975,7,-6.16624335703,35.7350557247,1131.633057,U,Dodoma
134,70043,richest,257870,7,-6.16624335703,35.7350557247,1131.633057,U,Dodoma
135,70048,richest,199042,7,-6.16624335703,35.7350557247,1131.633057,U,Dodoma
136,70052,richer,83327,7,-6.16624335703,35.7350557247,1131.633057,U,Dodoma
137,70057,richest,152812,7,-6.16624335703,35.7350557247,1131.633057,U,Dodoma
138,70066,richer,50622,7,-6.16624335703,35.7350557247,1131.633057,U,Dodoma
139,70071,richest,239332,7,-6.16624335703,35.7350557247,1131.633057,U,Dodoma
140,70075,richest,178906,7,-6.16624335703,35.7350557247,1131.633057,U,Dodoma
141,70080,richer,50841,7,-6.16624335703,35.7350557247,1131.633057,U,Dodoma
142,70084,richer,100019,7,-6.16624335703,35.7350557247,1131.633057,U,Dodoma
143,70089,richest,163847,7,-6.16624335703,35.7350557247,1131.633057,U,Dodoma
144,70094,richer,74487,7,-6.16624335703,35.7350557247,1131.633057,U,Dodoma
145,70098,richest,145997,7,-6.16624335703,35.7350557247,1131.633057,U,Dodoma
146,80009,poorest,-105111,8,-5.75858059097,35.3533830995,897.315063,R,Dodoma
147,80014,poorest,-94564,8,-5.75858059097,35.3533830995,897.315063,R,Dodoma
148,80017,middle,-53044,8,-5.75858059097,35.3533830995,897.315063,R,Dodoma
149,80021,poorer,-74717,8,-5.75858059097,35.3533830995,897.315063,R,Dodoma
150,80025,poorest,-106585,8,-5.75858059097,35.3533830995,897.315063,R,Dodoma
151,80030,poorest,-110859,8,-5.75858059097,35.3533830995,897.315063,R,Dodoma
152,80034,poorer,-65618,8,-5.75858059097,35.3533830995,897.315063,R,Dodoma
153,80038,poorest,-101152,8,-5.75858059097,35.3533830995,897.315063,R,Dodoma
154,80042,poorest,-116180,8,-5.75858059097,35.3533830995,897.315063,R,Dodoma
155,80046,poorest,-126989,8,-5.75858059097,35.3533830995,897.315063,R,Dodoma
156,80051,poorest,-124595,8,-5.75858059097,35.3533830995,897.315063,R,Dodoma
157,80055,poorest,-97888,8,-5.75858059097,35.3533830995,897.315063,R,Dodoma
158,80059,poorest,-102048,8,-5.75858059097,35.3533830995,897.315063,R,Dodoma
159,80067,poorest,-99044,8,-5.75858059097,35.3533830995,897.315063,R,Dodoma
160,80071,poorest,-103678,8,-5.75858059097,35.3533830995,897.315063,R,Dodoma
161,80076,poorest,-111278,8,-5.75858059097,35.3533830995,897.315063,R,Dodoma
162,80080,poorest,-111937,8,-5.75858059097,35.3533830995,897.315063,R,Dodoma
163,80084,poorest,-119352,8,-5.75858059097,35.3533830995,897.315063,R,Dodoma
164,80088,poorer,-79099,8,-5.75858059097,35.3533830995,897.315063,R,Dodoma
165,80092,richer,5858,8,-5.75858059097,35.3533830995,897.315063,R,Dodoma
166,90003,poorest,-113751,9,-6.45700428022,35.5749878358,989.934143,R,Dodoma
167,90008,poorest,-112327,9,-6.45700428022,35.5749878358,989.934143,R,Dodoma
168,90013,poorer,-81804,9,-6.45700428022,35.5749878358,989.934143,R,Dodoma
169,90018,poorest,-92468,9,-6.45700428022,35.5749878358,989.934143,R,Dodoma
170,90023,poorest,-113351,9,-6.45700428022,35.5749878358,989.934143,R,Dodoma
171,90027,poorest,-106492,9,-6.45700428022,35.5749878358,989.934143,R,Dodoma
172,90032,middle,-13445,9,-6.45700428022,35.5749878358,989.934143,R,Dodoma
173,90037,poorest,-120271,9,-6.45700428022,35.5749878358,989.934143,R,Dodoma
174,90042,poorest,-105945,9,-6.45700428022,35.5749878358,989.934143,R,Dodoma
175,90047,poorest,-92144,9,-6.45700428022,35.5749878358,989.934143,R,Dodoma
176,90056,poorer,-81795,9,-6.45700428022,35.5749878358,989.934143,R,Dodoma
177,90061,poorer,-73783,9,-6.45700428022,35.5749878358,989.934143,R,Dodoma
178,90066,poorer,-85127,9,-6.45700428022,35.5749878358,989.934143,R,Dodoma
179,90071,poorest,-111216,9,-6.45700428022,35.5749878358,989.934143,R,Dodoma
180,90076,poorest,-125007,9,-6.45700428022,35.5749878358,989.934143,R,Dodoma
181,90080,poorest,-100480,9,-6.45700428022,35.5749878358,989.934143,R,Dodoma
182,90085,poorest,-98863,9,-6.45700428022,35.5749878358,989.934143,R,Dodoma
183,90090,richest,169474,9,-6.45700428022,35.5749878358,989.934143,R,Dodoma
184,90095,poorest,-108509,9,-6.45700428022,35.5749878358,989.934143,R,Dodoma
185,90100,poorer,-73329,9,-6.45700428022,35.5749878358,989.934143,R,Dodoma
186,90104,middle,-55623,9,-6.45700428022,35.5749878358,989.934143,R,Dodoma
187,100002,poorest,-115511,10,-5.26499845828,35.512117462,1203.477661,R,Dodoma
188,100006,poorest,-112911,10,-5.26499845828,35.512117462,1203.477661,R,Dodoma
189,100011,richest,117035,10,-5.26499845828,35.512117462,1203.477661,R,Dodoma
190,100015,poorest,-119707,10,-5.26499845828,35.512117462,1203.477661,R,Dodoma
191,100020,poorest,-87947,10,-5.26499845828,35.512117462,1203.477661,R,Dodoma
192,100024,poorer,-71279,10,-5.26499845828,35.512117462,1203.477661,R,Dodoma
193,100029,poorest,-118126,10,-5.26499845828,35.512117462,1203.477661,R,Dodoma
194,100033,poorer,-62653,10,-5.26499845828,35.512117462,1203.477661,R,Dodoma
195,100038,poorest,-98848,10,-5.26499845828,35.512117462,1203.477661,R,Dodoma
196,100043,poorest,-118590,10,-5.26499845828,35.512117462,1203.477661,R,Dodoma
197,100047,poorer,-82099,10,-5.26499845828,35.512117462,1203.477661,R,Dodoma
198,100052,poorest,-121291,10,-5.26499845828,35.512117462,1203.477661,R,Dodoma
199,100056,poorest,-114713,10,-5.26499845828,35.512117462,1203.477661,R,Dodoma
200,100061,poorer,-75253,10,-5.26499845828,35.512117462,1203.477661,R,Dodoma
201,100065,poorer,-74354,10,-5.26499845828,35.512117462,1203.477661,R,Dodoma
202,100070,poorest,-107372,10,-5.26499845828,35.512117462,1203.477661,R,Dodoma
203,100074,poorest,-107312,10,-5.26499845828,35.512117462,1203.477661,R,Dodoma
204,100083,poorer,-69070,10,-5.26499845828,35.512117462,1203.477661,R,Dodoma
205,100088,richer,77270,10,-5.26499845828,35.512117462,1203.477661,R,Dodoma
206,100093,middle,-43367,10,-5.26499845828,35.512117462,1203.477661,R,Dodoma
207,110001,richer,15701,11,-3.2600848757,36.3908506151,1969.053711,R,Arusha
208,110003,middle,-54448,11,-3.2600848757,36.3908506151,1969.053711,R,Arusha
209,110006,poorer,-67777,11,-3.2600848757,36.3908506151,1969.053711,R,Arusha
210,110008,poorer,-67873,11,-3.2600848757,36.3908506151,1969.053711,R,Arusha
211,110010,poorer,-83235,11,-3.2600848757,36.3908506151,1969.053711,R,Arusha
212,110013,middle,-45927,11,-3.2600848757,36.3908506151,1969.053711,R,Arusha
213,110015,poorer,-84155,11,-3.2600848757,36.3908506151,1969.053711,R,Arusha
214,110018,poorest,-105846,11,-3.2600848757,36.3908506151,1969.053711,R,Arusha
215,110020,poorest,-102197,11,-3.2600848757,36.3908506151,1969.053711,R,Arusha
216,110022,poorest,-88992,11,-3.2600848757,36.3908506151,1969.053711,R,Arusha
217,110025,middle,-25479,11,-3.2600848757,36.3908506151,1969.053711,R,Arusha
218,110027,poorest,-109476,11,-3.2600848757,36.3908506151,1969.053711,R,Arusha
219,110030,middle,-58429,11,-3.2600848757,36.3908506151,1969.053711,R,Arusha
220,110032,middle,-31492,11,-3.2600848757,36.3908506151,1969.053711,R,Arusha
221,110034,richer,-1860,11,-3.2600848757,36.3908506151,1969.053711,R,Arusha
222,110037,poorest,-98802,11,-3.2600848757,36.3908506151,1969.053711,R,Arusha
223,110039,poorest,-89356,11,-3.2600848757,36.3908506151,1969.053711,R,Arusha
224,110042,richer,40858,11,-3.2600848757,36.3908506151,1969.053711,R,Arusha
225,110044,middle,-29791,11,-3.2600848757,36.3908506151,1969.053711,R,Arusha
226,110046,middle,-42629,11,-3.2600848757,36.3908506151,1969.053711,R,Arusha
227,120006,middle,-16042,12,-3.35758287147,37.00129952,942.568542,R,Arusha
228,120021,middle,-13733,12,-3.35758287147,37.00129952,942.568542,R,Arusha
229,120036,richer,35214,12,-3.35758287147,37.00129952,942.568542,R,Arusha
230,120052,richer,26274,12,-3.35758287147,37.00129952,942.568542,R,Arusha
231,120067,richer,33449,12,-3.35758287147,37.00129952,942.568542,R,Arusha
232,120082,richer,17311,12,-3.35758287147,37.00129952,942.568542,R,Arusha
233,120097,richer,56593,12,-3.35758287147,37.00129952,942.568542,R,Arusha
234,120113,richer,93545,12,-3.35758287147,37.00129952,942.568542,R,Arusha
235,120128,middle,-25135,12,-3.35758287147,37.00129952,942.568542,R,Arusha
236,120143,richer,79174,12,-3.35758287147,37.00129952,942.568542,R,Arusha
237,120158,richest,241708,12,-3.35758287147,37.00129952,942.568542,R,Arusha
238,120173,richest,107823,12,-3.35758287147,37.00129952,942.568542,R,Arusha
239,120189,richest,140234,12,-3.35758287147,37.00129952,942.568542,R,Arusha
240,120219,richer,40777,12,-3.35758287147,37.00129952,942.568542,R,Arusha
241,120234,richer,7790,12,-3.35758287147,37.00129952,942.568542,R,Arusha
242,120250,richer,96260,12,-3.35758287147,37.00129952,942.568542,R,Arusha
243,120265,middle,-41200,12,-3.35758287147,37.00129952,942.568542,R,Arusha
244,120280,richer,15072,12,-3.35758287147,37.00129952,942.568542,R,Arusha
245,120295,richer,69805,12,-3.35758287147,37.00129952,942.568542,R,Arusha
246,120310,richest,182662,12,-3.35758287147,37.00129952,942.568542,R,Arusha
247,120326,richest,163161,12,-3.35758287147,37.00129952,942.568542,R,Arusha
248,130002,richer,55519,13,-3.35363495513,36.7573300128,1524.31604,R,Arusha
249,130007,richer,63845,13,-3.35363495513,36.7573300128,1524.31604,R,Arusha
250,130012,richer,13514,13,-3.35363495513,36.7573300128,1524.31604,R,Arusha
251,130018,richer,40303,13,-3.35363495513,36.7573300128,1524.31604,R,Arusha
252,130023,richer,93251,13,-3.35363495513,36.7573300128,1524.31604,R,Arusha
253,130028,richer,26222,13,-3.35363495513,36.7573300128,1524.31604,R,Arusha
254,130033,richer,81695,13,-3.35363495513,36.7573300128,1524.31604,R,Arusha
255,130038,richer,78647,13,-3.35363495513,36.7573300128,1524.31604,R,Arusha
256,130043,richest,110502,13,-3.35363495513,36.7573300128,1524.31604,R,Arusha
257,130048,richer,29079,13,-3.35363495513,36.7573300128,1524.31604,R,Arusha
258,130059,richest,157056,13,-3.35363495513,36.7573300128,1524.31604,R,Arusha
259,130064,richer,31948,13,-3.35363495513,36.7573300128,1524.31604,R,Arusha
260,130069,middle,-24739,13,-3.35363495513,36.7573300128,1524.31604,R,Arusha
261,130074,richer,16638,13,-3.35363495513,36.7573300128,1524.31604,R,Arusha
262,130079,richer,6402,13,-3.35363495513,36.7573300128,1524.31604,R,Arusha
263,130084,richer,70733,13,-3.35363495513,36.7573300128,1524.31604,R,Arusha
264,130089,richer,74228,13,-3.35363495513,36.7573300128,1524.31604,R,Arusha
265,130095,richest,109841,13,-3.35363495513,36.7573300128,1524.31604,R,Arusha
266,130100,richer,28159,13,-3.35363495513,36.7573300128,1524.31604,R,Arusha
267,130105,richer,99431,13,-3.35363495513,36.7573300128,1524.31604,R,Arusha
268,130110,richer,103746,13,-3.35363495513,36.7573300128,1524.31604,R,Arusha
269,140009,richest,217851,14,-3.36585207911,36.7315482825,1448.15979,U,Arusha
270,140037,richest,226648,14,-3.36585207911,36.7315482825,1448.15979,U,Arusha
271,140065,richest,109672,14,-3.36585207911,36.7315482825,1448.15979,U,Arusha
272,140080,richest,104875,14,-3.36585207911,36.7315482825,1448.15979,U,Arusha
273,140094,richest,205178,14,-3.36585207911,36.7315482825,1448.15979,U,Arusha
274,140108,richest,169039,14,-3.36585207911,36.7315482825,1448.15979,U,Arusha
275,140122,richest,134652,14,-3.36585207911,36.7315482825,1448.15979,U,Arusha
276,140136,richest,172113,14,-3.36585207911,36.7315482825,1448.15979,U,Arusha
277,140164,richest,210401,14,-3.36585207911,36.7315482825,1448.15979,U,Arusha
278,140178,richest,128337,14,-3.36585207911,36.7315482825,1448.15979,U,Arusha
279,140192,richest,189153,14,-3.36585207911,36.7315482825,1448.15979,U,Arusha
280,140206,richest,158205,14,-3.36585207911,36.7315482825,1448.15979,U,Arusha
281,140220,richest,196994,14,-3.36585207911,36.7315482825,1448.15979,U,Arusha
282,140235,richest,208884,14,-3.36585207911,36.7315482825,1448.15979,U,Arusha
283,140249,richest,177588,14,-3.36585207911,36.7315482825,1448.15979,U,Arusha
284,140263,richer,77864,14,-3.36585207911,36.7315482825,1448.15979,U,Arusha
285,140277,richest,240207,14,-3.36585207911,36.7315482825,1448.15979,U,Arusha
286,140291,richest,268572,14,-3.36585207911,36.7315482825,1448.15979,U,Arusha
287,140305,richer,42389,14,-3.36585207911,36.7315482825,1448.15979,U,Arusha
288,150001,richest,177504,15,-3.37943787737,36.65749591,1362.522705,U,Arusha
289,150005,richest,220360,15,-3.37943787737,36.65749591,1362.522705,U,Arusha
290,150009,richest,238426,15,-3.37943787737,36.65749591,1362.522705,U,Arusha
291,150013,richer,101708,15,-3.37943787737,36.65749591,1362.522705,U,Arusha
292,150018,richest,173925,15,-3.37943787737,36.65749591,1362.522705,U,Arusha
293,150022,richer,77167,15,-3.37943787737,36.65749591,1362.522705,U,Arusha
294,150026,richest,129562,15,-3.37943787737,36.65749591,1362.522705,U,Arusha
295,150030,richer,40861,15,-3.37943787737,36.65749591,1362.522705,U,Arusha
296,150034,richer,93806,15,-3.37943787737,36.65749591,1362.522705,U,Arusha
297,150039,richer,66830,15,-3.37943787737,36.65749591,1362.522705,U,Arusha
298,150043,richer,54045,15,-3.37943787737,36.65749591,1362.522705,U,Arusha
299,150047,richest,187790,15,-3.37943787737,36.65749591,1362.522705,U,Arusha
300,150056,richer,49984,15,-3.37943787737,36.65749591,1362.522705,U,Arusha
301,150060,richer,21981,15,-3.37943787737,36.65749591,1362.522705,U,Arusha
302,150064,richer,71324,15,-3.37943787737,36.65749591,1362.522705,U,Arusha
303,150068,richest,128778,15,-3.37943787737,36.65749591,1362.522705,U,Arusha
304,150072,richer,51409,15,-3.37943787737,36.65749591,1362.522705,U,Arusha
305,150077,richer,22243,15,-3.37943787737,36.65749591,1362.522705,U,Arusha
306,150081,richest,136614,15,-3.37943787737,36.65749591,1362.522705,U,Arusha
307,150085,richest,107539,15,-3.37943787737,36.65749591,1362.522705,U,Arusha
308,150089,richest,106234,15,-3.37943787737,36.65749591,1362.522705,U,Arusha
309,160001,middle,-22551,16,-3.35087436832,35.6528804965,1525.446533,R,Arusha
310,160002,richer,38417,16,-3.35087436832,35.6528804965,1525.446533,R,Arusha
311,160007,richest,146246,16,-3.35087436832,35.6528804965,1525.446533,R,Arusha
312,160017,richer,79463,16,-3.35087436832,35.6528804965,1525.446533,R,Arusha
313,160027,middle,-24699,16,-3.35087436832,35.6528804965,1525.446533,R,Arusha
314,160036,middle,-13383,16,-3.35087436832,35.6528804965,1525.446533,R,Arusha
315,160046,richer,37679,16,-3.35087436832,35.6528804965,1525.446533,R,Arusha
316,160065,middle,-27900,16,-3.35087436832,35.6528804965,1525.446533,R,Arusha
317,160074,richest,154893,16,-3.35087436832,35.6528804965,1525.446533,R,Arusha
318,160084,richer,75610,16,-3.35087436832,35.6528804965,1525.446533,R,Arusha
319,160093,middle,-19587,16,-3.35087436832,35.6528804965,1525.446533,R,Arusha
320,160102,richer,88006,16,-3.35087436832,35.6528804965,1525.446533,R,Arusha
321,160112,richest,109246,16,-3.35087436832,35.6528804965,1525.446533,R,Arusha
322,160122,poorer,-63875,16,-3.35087436832,35.6528804965,1525.446533,R,Arusha
323,160132,richest,174475,16,-3.35087436832,35.6528804965,1525.446533,R,Arusha
324,160141,richest,256123,16,-3.35087436832,35.6528804965,1525.446533,R,Arusha
325,160151,middle,-10057,16,-3.35087436832,35.6528804965,1525.446533,R,Arusha
326,160160,richest,141458,16,-3.35087436832,35.6528804965,1525.446533,R,Arusha
327,160170,richer,16347,16,-3.35087436832,35.6528804965,1525.446533,R,Arusha
328,160179,richest,187791,16,-3.35087436832,35.6528804965,1525.446533,R,Arusha
329,160189,richest,210507,16,-3.35087436832,35.6528804965,1525.446533,R,Arusha
